time,pH_djy,DO_djy,DD_djy,TSS_djy,CODMn_djy,NH4_djy,TP_djy,TN_djy,WT_djy,pH_ejs,DO_ejs,DD_ejs,TSS_ejs,CODMn_ejs,NH4_ejs,TP_ejs,TN_ejs,WT_ejs,pH_hlx,DO_hlx,DD_hlx,TSS_hlx,CODMn_hlx,NH4_hlx,TP_hlx,TN_hlx,WT_hlx,Q_ZPP,H_ps,Q_ps_dealt,Q_ps,P_ps,H_wj,Q_wj,P_wj
2020-01-28 04:00:00,7.91,10.045,302.5,7.1,1.07,0.057999999999999996,0.005,0.56,8.98,7.83,10.648,513.9,37.7,1.4,0.22,0.095,3.27,10.55,7.55,10.47,377.5,17.4,1.69,0.148755804,0.06,2.53,11.7,3484800,418.00699999999995,2188800.0,152.0,0.0,486.92,196560.0,0.0
2020-01-28 08:00:00,7.91,10.052,317.0,6.9,1.25,0.066,0.006999999999999999,0.52,8.94,7.81,10.449000000000002,516.1,30.4,1.92,0.23,0.098,3.59,10.43,7.55,10.55,367.0,20.1,1.8,0.05,0.059000000000000004,2.69,10.1,3484800,418.01300000000003,2217600.0,154.0,0.0,486.92,197280.0,0.0
2020-01-28 12:00:00,7.94,10.300999999999998,308.3,7.6,1.02,0.06,0.006,0.57,9.95,7.9,11.061,501.6,25.1,1.44,0.18,0.08800000000000001,3.33,10.38,7.55,10.67,365.5,19.2,1.54,0.13,0.28600000000000003,2.7,10.1,3484800,418.02,2246400.0,156.0,0.0,486.92,198000.0,0.0
2020-01-28 16:00:00,7.96,10.394,290.2,7.1,1.13,0.062,0.006,0.49,10.28,7.96,11.277000000000001,507.4,28.1,1.41,0.17,0.08800000000000001,3.64,10.69,7.59,10.79,369.3,17.1,1.76,0.15,0.07,2.63,10.3,3484800,418.027,2275200.0,158.0,0.0,486.92,198720.0,0.0
2020-01-28 20:00:00,7.91,10.171,319.4,6.9,1.03,0.06,0.005,0.56,9.13,7.94,11.216,501.5,36.1,1.87,0.19,0.094,3.98,10.66,7.84,10.62,384.1,14.3,1.76,0.2,0.07200000000000001,2.84,10.3,3484800,418.033,2304000.0,160.0,0.0,486.92,199440.0,0.0
2020-01-29 00:00:00,7.91,10.131,331.7,7.0,1.03,0.06,0.005,0.56,8.88,7.89,10.814,500.0,31.8,1.92,0.2,0.09300000000000001,3.32,10.34,7.85,10.64,378.3,13.4,1.7,0.1,0.062,2.72,10.0,3499200,418.04,2332800.0,162.0,0.0,486.92,200160.0,0.0
2020-01-29 04:00:00,7.92,10.184,323.8,7.2,1.03,0.057,0.005,0.55,8.48,7.82,10.789000000000001,510.5,26.5,2.0,0.23,0.098,3.04,10.05,7.85,10.72,372.5,16.5,1.6,0.08,0.061,2.83,9.8,3499200,418.038,2323195.2,161.333,0.0,486.925,201844.8,0.0
2020-01-29 08:00:00,7.93,10.445,315.7,7.2,1.23,0.059000000000000004,0.006,0.56,8.46,7.83,10.659,515.3,30.5,2.12,0.25,0.1,3.25,9.84,7.87,10.7,381.3,18.9,1.82,0.16,0.073,3.22,9.7,3499200,418.037,2313604.8,160.667,0.0,486.93,203515.2,0.0
2020-01-29 12:00:00,8.01,10.181000000000001,310.8,7.1,1.06,0.059000000000000004,0.005,0.55,13.1,7.95,11.377,514.0,24.7,1.59,0.19,0.09300000000000001,4.77,10.25,7.89,10.88,372.5,17.1,1.68,0.15,0.075,2.98,9.9,3499200,418.035,2304000.0,160.0,0.0,486.935,205200.0,0.0
2020-01-29 16:00:00,8.0,10.216000000000001,305.2,7.5,1.04,0.055999999999999994,0.005,0.61,13.24,8.14,11.693,505.4,32.3,1.45,0.15,0.09,3.93,11.63,7.92,11.1,381.8,15.9,1.68,0.15,0.07,3.01,10.7,3499200,418.033,2294395.2,159.333,0.0,486.94,206884.8,0.0
2020-01-29 20:00:00,7.92,10.22,311.7,7.1,1.14,0.055999999999999994,0.005,0.55,10.16,8.18,11.356,503.6,29.9,2.03,0.15,0.092,3.87,11.63,7.92,10.93,380.3,13.4,1.72,0.13,0.066,2.89,10.8,3499200,418.032,2284804.8,158.667,0.0,486.945,208555.2,0.0
2020-01-30 00:00:00,7.91,10.056000000000001,321.9,6.8,1.15,0.055999999999999994,0.005,0.54,9.44,7.91,10.32,523.4,27.9,1.4,0.19,0.09699999999999999,3.55,11.23,7.9,10.81,372.2,14.3,1.69,0.09,0.06,2.81,10.4,3240000,418.03,2275200.0,158.0,0.5,486.95,210240.0,0.0
2020-01-30 04:00:00,7.92,10.08,311.6,6.6,1.02,0.055,0.005,0.55,9.52,7.82,10.262,522.0,29.7,1.52,0.21,0.096,4.03,11.04,7.89,10.77,379.9,15.9,1.68,0.08,0.052000000000000005,3.02,10.3,3240000,418.033,2292004.8,159.167,0.0,486.94699999999995,211204.8,0.0
2020-01-30 08:00:00,7.92,10.352,333.3,6.5,1.21,0.054000000000000006,0.006,0.57,9.34,7.81,10.211,520.3,29.7,2.12,0.19,0.095,4.57,10.94,7.93,10.63,384.1,18.9,1.74,0.1,0.069,3.31,10.7,3240000,418.037,2308795.2,160.333,0.0,486.94300000000004,212155.2,0.0
2020-01-30 12:00:00,7.99,10.363,291.4,7.0,1.0,0.057999999999999996,0.006,0.51,12.03,7.93,10.93,514.6,23.4,1.43,0.16,0.08800000000000001,4.05,11.27,7.93,10.66,385.0,16.8,1.71,0.13,0.068,3.16,11.1,3240000,418.04,2325600.0,161.5,0.0,486.94,213120.0,0.0
2020-01-30 16:00:00,7.97,10.315,300.0,6.6,1.14,0.054000000000000006,0.005,0.5,11.1,8.28,10.681,488.2,26.7,1.63,0.13,0.091,3.83,11.67,7.90750742,10.65878773,400.3362732,13.86910725,1.757865906,0.082458161,0.07641479400000001,3.114638329,11.78958893,3240000,418.043,2342404.8,162.667,0.0,486.93699999999995,214084.8,0.0
2020-01-30 20:00:00,7.92,10.42,325.1,6.4,1.12,0.055,0.006,0.59,9.7,8.14,10.487,504.4,25.8,1.67,0.18,0.175,2.97,11.47,7.91,10.6,389.6,13.4,1.79,0.16,0.07200000000000001,3.38,11.2,3240000,418.04699999999997,2359195.2,163.833,0.0,486.93300000000005,215035.2,0.0
2020-01-31 00:00:00,7.91,10.116,316.7,6.5,1.03,0.057999999999999996,0.005,0.57,9.41,7.9,9.406,513.2,26.4,1.81,0.21,0.135,3.32,11.27,7.87,10.56,381.5,18.6,1.69,0.12,0.065,3.26,10.8,3297600,418.05,2376000.0,165.0,0.0,486.93,216000.0,0.5
2020-01-31 04:00:00,7.9,10.059,315.9,6.4,0.98,0.057,0.005,0.55,9.33,7.8,9.866,506.9,28.0,1.93,0.25,0.125,3.67,11.24,7.88,10.61,386.4,17.4,1.77,0.07,0.067,3.51,10.7,3297600,418.73800000000006,2373595.2,164.833,0.0,486.93300000000005,217195.2,0.0
2020-01-31 08:00:00,7.92,10.290999999999999,333.5,6.5,1.19,0.055999999999999994,0.006,0.66,9.15,7.8,10.164,512.9,24.8,1.63,0.25,0.11900000000000001,4.03,11.22,7.9,10.5,378.7,19.2,1.84,0.15,0.07,3.54,10.8,3297600,419.42699999999996,2371204.8,164.667,0.0,486.93699999999995,218404.8,0.0
2020-01-31 12:00:00,7.96,10.38,316.2,6.1,1.11,0.055999999999999994,0.005,0.58,10.47,7.84,10.042,512.6,23.4,1.57,0.23,0.109,3.88,11.25,7.91,10.58,371.4,15.6,1.61,0.09,0.059000000000000004,3.04,10.8,3297600,420.115,2368800.0,164.5,0.0,486.94,219600.0,0.0
2020-01-31 16:00:00,8.26,10.2,320.4,6.5,1.27,0.059000000000000004,0.005,0.6,9.77,8.02,10.844000000000001,504.2,26.6,1.4,0.18,0.1,3.72,11.43,7.92,10.68,381.5,13.7,1.63,0.09,0.059000000000000004,3.18,10.9,3297600,420.80400000000003,2366395.2,164.333,0.0,486.94300000000004,220795.2,0.0
2020-01-31 20:00:00,8.24,10.222000000000001,316.8,6.6,1.09,0.057999999999999996,0.005,0.67,9.6,7.99,9.917,514.2,24.7,1.65,0.2,0.102,3.6,11.33,7.9,10.55,394.6,13.1,1.76,0.1,0.063,3.33,10.9,3297600,421.49199999999996,2364004.8,164.167,0.0,486.94699999999995,222004.8,0.0
2020-02-01 00:00:00,8.23,10.09,331.4,6.8,1.08,0.059000000000000004,0.005,0.59,9.5,7.86,9.333,511.0,26.8,1.85,0.23,0.10300000000000001,3.42,11.13,7.87,10.45,382.2,15.3,1.59,0.06,0.068,3.23,10.8,3096000,422.181,2361600.0,164.0,1.0,486.95,223200.0,0.5
2020-02-01 04:00:00,8.24,10.084,313.3,6.8,1.1,0.057,0.005,0.65,9.35,7.79,8.956,517.2,26.5,1.41,0.27,0.106,3.6,11.03,7.86,10.47,379.6,17.1,1.73,0.05,0.075,3.16,10.7,3096000,421.49199999999996,2361600.0,164.0,0.0,486.94800000000004,222480.0,0.0
2020-02-01 08:00:00,8.24,10.003,316.7,6.9,1.21,0.063,0.006,0.61,9.26,7.78,9.894,517.6,27.2,1.74,0.25,0.105,4.18,11.04,7.87,10.42,384.8,18.3,2.02,0.11,0.068,3.49,10.7,3096000,420.80400000000003,2361600.0,164.0,0.0,486.94699999999995,221760.0,0.0
2020-02-01 12:00:00,8.31,10.357000000000001,323.0,6.9,1.02,0.057999999999999996,0.005,0.58,10.26,7.81,10.357999999999999,519.8,29.2,2.11,0.23,0.096,4.02,11.14,7.86,10.42,381.9,15.6,1.74,0.16,0.064,3.35,10.8,3096000,420.115,2361600.0,164.0,0.0,486.945,221040.0,0.0
2020-02-01 16:00:00,8.28,10.202,309.6,6.9,0.96,0.052000000000000005,0.005,0.6,9.94,7.93,10.376,506.1,24.0,1.64,0.22,0.096,3.66,11.15,7.87,10.62,381.8,15.0,1.72,0.11,0.079,3.28,11.0,3096000,419.42699999999996,2361600.0,164.0,0.0,486.94300000000004,220320.0,0.0
2020-02-01 20:00:00,8.24,10.02,306.2,6.9,1.03,0.055999999999999994,0.005,0.59,9.59,7.95,10.942,512.5,24.2,1.61,0.22,0.099,3.69,11.11,7.86,10.49,386.4,14.6,1.76,0.11,0.08900000000000001,3.44,11.1,3096000,418.73800000000006,2361600.0,164.0,0.0,486.94199999999995,219600.0,0.0
2020-02-02 00:00:00,8.24,10.106,320.7,7.2,1.15,0.059000000000000004,0.005,0.61,9.43,7.86,9.786,507.9,26.6,1.92,0.28,0.098,3.21,10.97,7.85,10.38,385.0,15.9,1.78,0.1,0.077,3.22,10.8,2995200,418.05,2361600.0,164.0,1.0,486.94,218880.0,0.5
2020-02-02 04:00:00,8.24,10.062999999999999,312.4,6.9,1.07,0.055999999999999994,0.005,0.62,9.23,7.8,9.331,510.7,26.5,1.74,0.31,0.1,3.57,11.0,7.84,10.45,394.3,15.9,1.82,0.07,0.077,3.39,10.8,2995200,418.055,2383200.0,165.5,0.0,486.94199999999995,218880.0,0.0
2020-02-02 08:00:00,8.24,10.075,311.2,6.4,1.24,0.065,0.006,0.6,9.22,7.79,9.796,513.9,26.5,2.22,0.3,0.10400000000000001,3.88,10.97,7.86,10.52,384.1,18.6,2.06,0.17,0.084,3.38,10.7,2995200,418.06,2404800.0,167.0,0.0,486.94300000000004,218880.0,0.0
2020-02-02 12:00:00,8.3,10.335999999999999,311.0,6.6,1.22,0.055999999999999994,0.005,0.52,9.99,7.86,10.767000000000001,518.0,27.2,1.53,0.24,0.096,3.72,11.27,7.86,10.59,386.1,16.8,2.05,0.2,0.084,3.44,10.9,2995200,418.065,2426400.0,168.5,0.0,486.945,218880.0,0.0
2020-02-02 16:00:00,8.29,10.264000000000001,319.9,6.3,1.08,0.057999999999999996,0.005,0.59,9.98,8.04,11.397,510.6,26.7,1.66,0.23,0.09,3.78,11.59,7.87,10.78,387.3,13.1,1.99,0.1,0.087,3.38,11.1,2995200,418.07,2448000.0,170.0,0.0,486.94699999999995,218880.0,0.0
2020-02-02 20:00:00,8.25,10.058,318.5,6.4,1.0,0.055999999999999994,0.005,0.55,9.56,8.14,11.171,513.3,24.0,1.98,0.25,0.096,3.96,11.58,7.78,10.7,388.5,12.8,1.75,0.15,0.091,3.21,11.0,2995200,418.075,2469600.0,171.5,0.0,486.94800000000004,218880.0,0.0
2020-02-03 00:00:00,8.23,10.057,311.7,6.5,1.25,0.059000000000000004,0.005,0.68,9.39,7.86,9.544,522.1,26.2,2.14,0.28,0.102,3.27,11.2,7.76,10.59,377.5,14.3,1.63,0.07,0.081,3.13,10.8,3182400,418.08,2491200.0,173.0,0.0,486.95,218880.0,0.5
2020-02-03 04:00:00,8.24,10.158,314.4,6.5,1.01,0.057999999999999996,0.006,0.59,9.11,7.81,9.281,513.5,27.4,2.0,0.33,0.10300000000000001,4.24,11.07,7.76,10.59,389.3,19.2,1.67,0.09,0.086,3.58,10.8,3182400,418.07800000000003,2484000.0,172.5,0.0,486.952,218635.2,0.0
2020-02-03 08:00:00,8.26,10.488,322.6,6.4,1.25,0.055999999999999994,0.006,0.6,9.06,7.8,9.463,516.7,25.8,2.06,0.27,0.10099999999999999,4.08,10.87,7.78,10.47,393.5,20.1,2.07,0.14,0.09300000000000001,4.0,10.8,3182400,418.077,2476800.0,172.0,0.0,486.95300000000003,218404.8,0.0
2020-02-03 12:00:00,8.32,10.379000000000001,311.5,7.0,1.09,0.061,0.005,0.62,11.78,7.88,10.227,527.0,24.6,1.98,0.26,0.099,4.26,11.34,7.78,10.71,381.3,17.7,1.83,0.16,0.08800000000000001,3.42,11.1,3182400,418.075,2469600.0,171.5,0.0,486.955,218160.0,0.0
2020-02-03 16:00:00,8.3,10.427999999999999,301.2,7.0,1.13,0.055999999999999994,0.005,0.61,11.12,8.12,11.435,509.9,23.9,1.74,0.2,0.102,4.16,12.21,7.79,10.84,411.8,14.6,1.92,0.16,0.087,3.6,11.6,3182400,418.07300000000004,2462400.0,171.0,0.0,486.957,217915.2,0.0
2020-02-03 20:00:00,8.24,10.177999999999999,309.0,6.3,1.08,0.057,0.005,0.64,9.78,8.25,11.469000000000001,511.2,25.2,2.0,0.19,0.1,4.18,12.28,7.76,10.55,402.5,14.3,1.87,0.17,0.08800000000000001,3.67,11.5,3182400,418.07199999999995,2455200.0,170.5,0.0,486.958,217684.8,0.0
2020-02-04 00:00:00,8.23,10.148,321.8,6.8,0.89,0.057,0.005,0.63,9.64,7.92,9.852,524.9,26.5,2.01,0.24,0.10099999999999999,3.24,11.75,7.72,10.33,403.3,13.4,1.9,0.14,0.138,3.78,11.3,3110400,418.07,2448000.0,170.0,0.0,486.96,217440.0,0.0
2020-02-04 04:00:00,8.23,10.059,320.9,6.6,0.95,0.057,0.006,0.58,9.43,7.82,9.141,521.8,27.5,1.93,0.31,0.10400000000000001,3.94,11.58,7.71,10.42,395.1,19.2,1.88,0.07,0.083,3.64,11.2,3110400,418.07,2448000.0,170.0,0.0,486.958,216964.8,0.0
2020-02-04 08:00:00,8.24,10.051,337.8,6.1,1.31,0.066,0.006,0.61,9.23,7.83,9.176,518.0,26.1,1.6,0.25,0.10400000000000001,4.62,11.4,7.74,10.39,388.5,22.3,2.12,0.18,0.094,3.74,11.4,3110400,418.07,2448000.0,170.0,0.0,486.957,216475.2,0.0
2020-02-04 12:00:00,8.3,10.375,318.5,6.4,1.05,0.059000000000000004,0.004,0.69,11.52,8.0,10.03,508.8,24.4,1.71,0.19,0.098,3.87,11.73,7.72,10.46,389.3,17.7,1.9,0.21,0.09,3.46,11.6,3110400,418.07,2448000.0,170.0,0.0,486.955,216000.0,0.0
2020-02-04 16:00:00,8.27,10.244000000000002,307.0,6.3,1.05,0.055,0.005,0.75,10.3,8.29,11.658,500.1,24.6,1.55,0.15,0.094,3.57,12.51,7.74,10.77,399.6,15.3,1.99,0.13,0.08800000000000001,3.6,12.2,3110400,418.07,2448000.0,170.0,0.0,486.95300000000003,215524.8,0.0
2020-02-04 20:00:00,8.24,10.183,326.6,6.3,1.08,0.06,0.005,0.72,9.79,8.32,11.619000000000002,510.0,24.9,1.6,0.16,0.10099999999999999,3.93,12.41,7.72,10.49,405.4,15.3,2.02,0.16,0.094,3.65,12.0,3110400,418.07,2448000.0,170.0,0.0,486.952,215035.2,0.0
