time,NH4_hlx,NH4_djy,WT_djy,NH4_ejs,WT_ejs,WT_hlx,Q_ZPP,H_wj,Q_wj
2020/2/18 0:00,0.13,0.055,5.11,0.22,11.17,11,2836800,486.93,218880
2020/2/18 4:00,0.09,0.051,4.61,0.3,10.94,10.6,2836800,486.925,218160
2020/2/18 8:00,0.09,0.056,4.59,0.22,10.56,10.4,2836800,486.92,217440
2020/2/18 12:00,0.15,0.057,7.22,0.13,10.79,10.9,2836800,486.915,216720
2020/2/18 16:00,0.14,0.057,7.19,0.09,11.68,12.9,2836800,486.91,216000
2020/2/18 20:00,0.13,0.055,5.73,0.17,11.5,13,2836800,486.905,215280
2020/2/19 0:00,0.1,0.059,5.1,0.21,11.08,12.7,2577600,486.9,214560
2020/2/19 4:00,0.08,0.057,4.28,0.3,10.82,12.4,2577600,486.888,214315.2
2020/2/19 8:00,0.11,0.063,4.19,0.17,10.37,12.2,2577600,486.877,214084.8
2020/2/19 12:00,0.12,0.063,12.1,0.12,10.87,13,2577600,486.865,213840
2020/2/19 16:00,0.1,0.034,10.88,0.09,12.17,14.1,2577600,486.853,213595.2
2020/2/19 20:00,0.12,0.03,9.24,0.19,12.13,13.8,2577600,486.842,213364.8
2020/2/20 0:00,0.12,0.027,8.43,0.23,11.77,13.2,2750400,486.83,213120
2020/2/20 4:00,0.07,0.026,8.19,0.32,11.6,12.9,2750400,486.835,213595.2
2020/2/20 8:00,0.13,0.029,8.15,0.21,11.49,13.1,2750400,486.84,214084.8
2020/2/20 12:00,0.11,0.031,9.52,0.1,11.54,13.5,2750400,486.845,214560
2020/2/20 16:00,0.1,0.028,9.6,0.1,11.93,13.9,2750400,486.85,215035.2
2020/2/20 20:00,0.12,0.033,8.75,0.21,11.57,13.8,2750400,486.855,215524.8
2020/2/21 0:00,0.14,0.03,8.42,0.23,11.33,13.5,2908800,486.86,216000
2020/2/21 4:00,0.08,0.03,7.77,0.28,11.05,13.9,2908800,486.858,216475.2
2020/2/21 8:00,0.1,0.031,8.09,0.21,10.69,12.9,2908800,486.857,216964.8
2020/2/21 12:00,0.08,0.031,12.58,0.14,11.33,13.5,2908800,486.855,217440
2020/2/21 16:00,0.09,0.03,10.24,0.11,12.5,14.4,2908800,486.853,217915.2
2020/2/21 20:00,0.12,0.03,9.14,0.23,12.48,14.3,2908800,486.852,218404.8
2020/2/22 0:00,0.12,0.028,9.12,0.22,11.92,14,2692800,486.85,218880
2020/2/22 4:00,0.06,0.033,8.79,0.26,11.73,13.8,2692800,486.858,219600
2020/2/22 8:00,0.17,0.028,8.83,0.15,11.61,14.1,2692800,486.867,220320
2020/2/22 12:00,0.12,0.031,9.78,0.11,11.59,14.2,2692800,486.875,221040
2020/2/22 16:00,0.1,0.029,9.45,0.13,11.85,14.6,2692800,486.883,221760
2020/2/22 20:00,0.18,0.029,8.89,0.21,11.9,14.4,2692800,486.892,222480
2020/2/23 0:00,0.1,0.031,8.79,0.28,11.66,14.1,2707200,486.9,223200
2020/2/23 4:00,0.07,0.026,8.71,0.29,11.41,13.8,2707200,486.9,222235.2
2020/2/23 8:00,0.1,0.027,8.5,0.23,11.39,13.7,2707200,486.9,221284.8
2020/2/23 12:00,0.1,0.033,9.99,0.18,11.5,13.8,2707200,486.9,220320
2020/2/23 16:00,0.14,0.031,9.97,0.14,11.98,14.3,2707200,486.9,219355.2
2020/2/23 20:00,0.14,0.03,8.94,0.27,12.12,14.2,2707200,486.9,218404.8
2020/2/24 0:00,0.12,0.028,8.63,0.27,11.69,14,2793600,486.9,217440
2020/2/24 4:00,0.09,0.033,8.74,0.39,11.62,13.8,2793600,486.89,215524.8
2020/2/24 8:00,0.11,0.032,8.72,0.31,11.53,13.7,2793600,486.88,213595.2
2020/2/24 12:00,0.13,0.033,12.78,0.17,11.78,13.9,2793600,486.87,211680
2020/2/24 16:00,0.14,0.03,12.82,0.15,13.14,14.8,2793600,486.86,209764.8
2020/2/24 20:00,0.18,0.032,9.26,0.3,13.41,14.9,2793600,486.85,207835.2
2020/2/25 0:00,0.19,0.031,9.08,0.29,12.29,14.5,2793600,486.84,205920
2020/2/25 4:00,0.11,0.03,8.88,0.32,12.12,14.2,2793600,486.838,204235.2
2020/2/25 8:00,0.14,0.029,8.52,0.24,11.83,14.6,2793600,486.837,202564.8
2020/2/25 12:00,0.16,0.038,13.73,0.17,12.56,15,2793600,486.835,200880
2020/2/25 16:00,0.17,0.029,14.24,0.16,14.36,16.8,2793600,486.833,199195.2
2020/2/25 20:00,0.19,0.032,10.21,0.26,14.28,16.3,2793600,486.832,197524.8
2020/2/26 0:00,0.16,0.031,9.99,0.28,13.38,15.7,2707200,486.83,195840
2020/2/26 4:00,0.13,0.031,9.06,0.33,13.11,15.1,2707200,486.837,193435.2
2020/2/26 8:00,0.1,0.029,9.06,0.29,12.86,14.9,2707200,486.843,191044.8
2020/2/26 12:00,0.137494311,0.033,11.33,0.21,13.79,15.9,2707200,486.85,188640
2020/2/26 16:00,0.18,0.031,12.55,0.15,14.77,16.8,2707200,486.857,186235.2
2020/2/26 20:00,0.18,0.03,10.06,0.23,14.47,16.9,2707200,486.863,183844.8
2020/2/27 0:00,0.14,0.033,10.03,0.34,14.12,16.5,2894400,486.87,181440
2020/2/27 4:00,0.08,0.031,9.76,0.35,13.94,16.1,2894400,486.868,181440
2020/2/27 8:00,0.1,0.029,9.27,0.32,13.86,16.1,2894400,486.867,181440
2020/2/27 12:00,0.194348842,0.034,9.93,0.19,14.09,16.7,2894400,486.865,181440
2020/2/27 16:00,0.11,0.031,10.7,0.2,14.38,17.1,2894400,486.863,181440
2020/2/27 20:00,0.15,0.03,9.64,0.31,14.42,17,2894400,486.862,181440
2020/2/28 0:00,0.17,0.031,9.73,0.48,14.24,16.8,3067200,486.86,181440
2020/2/28 4:00,0.11,0.03,9.37,0.62,13.88,16.4,3067200,486.852,181440
2020/2/28 8:00,0.17,0.029,9.05,0.45,13.69,16.1,3067200,486.843,181440
2020/2/28 12:00,0.14,0.033,12.74,0.28,13.86,16.2,3067200,486.835,181440
2020/2/28 16:00,0.15,0.03,12.85,0.21,15.39,17,3067200,486.827,181440
2020/2/28 20:00,0.15,0.033,9.88,0.29,15.4,17.1,3067200,486.818,181440
2020/2/29 0:00,0.17,0.031,9.45,0.4,14.7,16.8,3024000,486.81,181440
2020/2/29 4:00,0.15,0.032,9.49,0.38,13.87,16.4,3024000,486.802,181440
2020/2/29 8:00,0.2,0.032,9.53,0.3,13.68,16.1,3024000,486.793,181440
2020/2/29 12:00,0.2,0.031,12.94,0.22,14.6,17.3,3024000,486.785,181440
2020/2/29 16:00,0.5,0.033,11.37,0.18,16.13,19.2,3024000,486.777,181440
2020/2/29 20:00,0.16,0.031,10.59,0.25,16.34,18.5,3024000,486.768,181440
2020/3/1 0:00,0.17,0.032,10.2,0.56,15.96,18,3038400,486.76,181440
2020/3/1 4:00,0.1,0.027,10.05,0.53,15.23,17.4,3038400,486.747,182160
2020/3/1 8:00,0.13,0.029,10.02,0.38,15.13,17.2,3038400,486.733,182880
2020/3/1 12:00,0.16,0.033,10.45,0.29,15.14,17.7,3038400,486.72,183600
2020/3/1 16:00,0.2,0.032,9.89,0.25,15.24,18,3038400,486.707,184320
2020/3/1 20:00,0.21,0.032,9.72,0.32,15.26,18.1,3038400,486.693,185040
2020/3/2 0:00,0.19,0.033,9.63,0.57,14.75,17.5,2937600,486.68,185760
2020/3/2 4:00,0.18,0.032,9.28,0.56,14.05,17.1,2937600,486.68,188640
2020/3/2 8:00,0.22,0.03,8.81,0.41,13.8,16.5,2937600,486.68,191520
2020/3/2 12:00,0.25,0.034,9.49,0.4,13.87,16.6,2937600,486.68,194400
2020/3/2 16:00,0.3,0.032,9.84,0.28,13.63,16.3,2937600,486.68,197280
2020/3/2 20:00,0.34,0.033,9.21,0.6,13.67,16.1,2937600,486.68,200160
2020/3/3 0:00,0.37,0.033,8.96,0.7,13.45,15.8,3369600,486.68,203040
2020/3/3 4:00,0.24,0.033,8.96,0.83,13.29,15.5,3369600,486.67,202564.8
2020/3/3 8:00,0.23,0.031,8.54,0.64,13.05,15.3,3369600,486.66,202075.2
2020/3/3 12:00,0.27,0.030422855,9.464745522,0.44,13.25,15.4,3369600,486.65,201600
2020/3/3 16:00,0.32,0.02909188,10.27317047,0.43,14.15,16,3369600,486.64,201124.8
2020/3/3 20:00,0.21,0.035,10.66,0.42,14.1,16,3369600,486.63,200635.2
2020/3/4 0:00,0.27,0.031,9.51,0.47,13.68,15.8,3657600,486.62,200160
2020/3/4 4:00,0.22,0.068,10.29,0.59,13.28,15.5,3657600,486.617,198964.8
2020/3/4 8:00,0.29,0.029,9.15,0.44,12.84,15.1,3657600,486.613,197755.2
2020/3/4 12:00,0.25,0.033,13.6,0.3,13.53,15.9,3657600,486.61,196560
2020/3/4 16:00,0.29,0.032,10.06,0.23,15.19,16.6,3657600,486.607,195364.8
2020/3/4 20:00,0.34,0.031,9.73,0.34,14.81,17.4,3657600,486.603,194155.2
2020/3/5 0:00,0.33,0.032,9.59,0.44,13.91,16.5,3772800,486.6,192960
2020/3/5 4:00,0.14,0.036,10.2,0.52,13.8,15.9,3772800,486.6,192960
2020/3/5 8:00,0.21,0.029,9.5,0.47,13.6,16,3772800,486.6,192960
2020/3/5 12:00,0.22,0.076,13.11,0.31,13.65,16.3,3772800,486.6,192960
2020/3/5 16:00,0.22,0.078,12.45,0.29,14.8,17.2,3772800,486.6,192960
2020/3/5 20:00,0.3,0.033,10.02,0.35,14.66,17,3772800,486.6,192960
2020/3/6 0:00,0.22,0.03,9.97,0.43,13.87,16.4,3859200,486.6,192960
2020/3/6 4:00,0.16,0.07,10.21,0.48,13.46,16,3859200,486.595,191520
2020/3/6 8:00,0.26,0.058,10.01,0.25,12.85,16,3859200,486.59,190080
2020/3/6 12:00,0.27,0.034,8.75,0.31,13.4,16.2,3859200,486.585,188640
2020/3/6 16:00,0.19,0.036,8.62,0.23,13.49,16.5,3859200,486.58,187200
2020/3/6 20:00,0.19,0.036310177,8.872563362,0.34,13.66,16,3859200,486.575,185760
2020/3/7 0:00,0.16,0.036,8.52,0.35,13.34,15.6,3758400,486.57,184320
2020/3/7 4:00,0.08,0.035,8.38,0.35,12.94,15.5,3758400,486.575,181915.2
2020/3/7 8:00,0.2,0.035,8.32,0.3,12.95,15.4,3758400,486.58,179524.8
2020/3/7 12:00,0.22,0.038,9.75,0.28,13.69,15.4,3758400,486.585,177120
2020/3/7 16:00,0.21,0.036,8.82,0.2,14.79,16.5,3758400,486.59,174715.2
2020/3/7 20:00,0.21,0.033,8.7,0.36,14.85,16.5,3758400,486.595,172324.8
2020/3/8 0:00,0.22,0.036,8.67,0.47,14.52,16.7,3772800,486.6,169920
2020/3/8 4:00,0.18,0.034,8.51,0.53,14.32,15.9,3772800,486.603,167040
2020/3/8 8:00,0.22,0.033,8.51,0.35,14.13,16.1,3772800,486.607,164160
2020/3/8 12:00,0.26,0.036,8.91,0.32,14.24,16.6,3772800,486.61,161280
2020/3/8 16:00,0.22,0.036,9.01,0.3,14.45,17.3,3772800,486.613,158400
2020/3/8 20:00,0.23,0.034,8.89,0.38,14.13,17.2,3772800,486.617,155520
2020/3/9 0:00,0.22,0.035,8.85,0.48,13.93,16.8,3700800,486.62,152640
2020/3/9 4:00,0.11,0.036,8.67,0.56,13.6,16.5,3700800,486.618,153604.8
2020/3/9 8:00,0.23,0.037,8.58,0.4,13.19,16.2,3700800,486.617,154555.2
2020/3/9 12:00,0.25,0.037,9.66,0.52,13.33,16.3,3700800,486.615,155520
2020/3/9 16:00,0.31,0.034,9.74,0.33,13.47,16.5,3700800,486.613,156484.8
2020/3/9 20:00,0.32,0.039,9.5,0.39,13.41,16.3,3700800,486.612,157435.2
2020/3/10 0:00,0.24,0.035,9.47,0.6,13.26,15.8,4190400,486.61,158400
2020/3/10 4:00,0.16,0.035,9.4,0.55,13.05,15.3,4190400,486.607,159120
2020/3/10 8:00,0.34,0.038,9.49,0.47,12.7,15,4190400,486.603,159840
2020/3/10 12:00,0.51,0.051,12.42,0.25,13.11,15.4,4190400,486.6,160560
2020/3/10 16:00,0.37,0.035408314,10.04833794,0.24,14.33,16,4190400,486.597,161280
2020/3/10 20:00,0.28,0.032,9.72,0.33,14.28,15.9,4190400,486.593,162000
2020/3/11 0:00,0.23,0.037,9.78,0.41,13.93,15.6,3600000,486.59,162720
2020/3/11 4:00,0.17,0.036,9.39,0.54,13.6,15.3,3600000,486.592,163195.2
2020/3/11 8:00,0.23,0.039,9.36,0.37,13.29,15.6,3600000,486.593,163684.8
2020/3/11 12:00,0.23,0.038,10.78,0.28,14.22,16.1,3600000,486.595,164160
2020/3/11 16:00,0.21,0.041,10.32,0.23,15.63,16.6,3600000,486.597,164635.2
2020/3/11 20:00,0.2,0.038,9.87,0.36,15.58,16.2,3600000,486.598,165124.8
2020/3/12 0:00,0.19,0.037,9.85,0.43,14.69,15.8,3412800,486.6,165600
2020/3/12 4:00,0.1,0.035,9.72,0.56,14.56,15.8,3412800,486.6,164880
2020/3/12 8:00,0.18,0.038,9.65,0.58,14.28,15.7,3412800,486.6,164160
2020/3/12 12:00,0.23,0.04,11.25,0.3,15.03,16.6,3412800,486.6,163440
2020/3/12 16:00,0.25,0.037,10.16,0.28,15.54,17,3412800,486.6,162720
2020/3/12 20:00,0.27,0.04,9.92,0.34,15.22,16.9,3412800,486.6,162000
2020/3/13 0:00,0.21,0.037,10.08,0.43,14.75,16.5,3614400,486.6,161280
2020/3/13 4:00,0.14,0.038,10.07,0.58,14.45,16.2,3614400,486.598,162000
2020/3/13 8:00,0.24,0.035,10.07,0.48,14.12,16.1,3614400,486.597,162720
2020/3/13 12:00,0.36,0.037,10.68,0.42,14.53,16.6,3614400,486.595,163440
2020/3/13 16:00,0.36,0.039,10.26,0.21,15.09,17.3,3614400,486.593,164160
2020/3/13 20:00,0.34,0.037,10.02,0.34,14.99,17.2,3614400,486.592,164880
2020/3/14 0:00,0.29,0.038,10.11,0.45,14.55,16.6,3916800,486.59,165600
2020/3/14 4:00,0.19,0.037,10.05,0.54,14.15,17.4,3916800,486.592,165355.2
2020/3/14 8:00,0.27,0.04,9.91,0.45,14,16.2,3916800,486.593,165124.8
2020/3/14 12:00,0.33,0.041,10.52,0.24,13.96,16.3,3916800,486.595,164880
2020/3/14 16:00,0.24,0.039,11.46,0.22,14.57,16.8,3916800,486.597,164635.2
2020/3/14 20:00,0.25,0.038,10.07,0.32,14.51,16.6,3916800,486.598,164404.8
2020/3/15 0:00,0.23,0.037,10.11,0.45,14.36,16.2,3859200,486.6,164160
2020/3/15 4:00,0.18,0.036,9.98,0.57,14.13,16,3859200,486.597,165124.8
2020/3/15 8:00,0.27,0.04,10.03,0.31,13.53,15.9,3859200,486.593,166075.2
2020/3/15 12:00,0.3,0.038,10.5,0.22,13.31,16,3859200,486.59,167040
2020/3/15 16:00,0.28,0.039,10.45,0.22,13.24,16.2,3859200,486.587,168004.8
2020/3/15 20:00,0.28,0.039,10.14,0.34,13.39,15.9,3859200,486.583,168955.2
2020/3/16 0:00,0.35,0.037,10.05,0.38,13.14,15.5,3427200,486.58,169920
2020/3/16 4:00,0.24,0.039,9.96,0.5,12.94,15.4,3427200,486.585,169444.8
2020/3/16 8:00,1.01,0.036,9.91,0.39,12.85,15.1,3427200,486.59,168955.2
2020/3/16 12:00,0.47,0.039,10.29,0.43,13.09,15,3427200,486.595,168480
2020/3/16 16:00,0.38,0.038,10.35,0.42,14.16,14.9,3427200,486.6,168004.8
2020/3/16 20:00,0.35,0.039,10.19,0.39,13.26,14.8,3427200,486.605,167515.2
2020/3/17 0:00,0.39,0.039,10.03,0.4,12.91,14.5,3873600,486.61,167040
2020/3/17 4:00,0.29,0.039,10.07,0.49,13.18,14.5,3873600,486.61,166320
2020/3/17 8:00,0.38,0.036,10.24,0.48,13.05,14.6,3873600,486.61,165600
2020/3/17 12:00,0.38,0.041,11.4,0.29,13.86,15.2,3873600,486.61,164880
2020/3/17 16:00,0.35,0.039,11.6,0.19,15.28,16.3,3873600,486.61,164160
2020/3/17 20:00,0.38,0.042,10.29,0.3,15.46,16.1,3873600,486.61,163440
2020/3/18 0:00,0.33,0.039,10.26,0.33,14.88,15.8,4852800,486.61,162720
2020/3/18 4:00,0.27,0.039,10.12,0.34,14.2,16,4852800,486.612,161035.2
2020/3/18 8:00,0.39,0.041,10.28,0.32,14.11,16.5,4852800,486.613,159364.8
2020/3/18 12:00,0.31,0.041,10.93,0.38,14.88,16.7,4852800,486.615,157680
2020/3/18 16:00,0.25,0.038,10.69,0.18,16.87,16.6,4852800,486.617,155995.2
2020/3/18 20:00,0.15,0.04,9.9,0.3,16.53,16,4852800,486.618,154324.8
2020/3/19 0:00,0.11,0.038,9.99,0.27,15.01,15.6,5241600,486.62,152640
2020/3/19 4:00,0.18,0.038,10.09,0.44,14.79,15.5,5241600,486.627,152640
2020/3/19 8:00,0.35,0.038,10.11,0.3,14.3,15.3,5241600,486.633,152640
2020/3/19 12:00,0.29,0.041,11.63,0.22,15.52,16,5241600,486.64,152640
2020/3/19 16:00,0.32,0.038,12.2,0.18,16.75,16.8,5241600,486.647,152640
2020/3/19 20:00,0.22,0.038,10.3,0.32,16.26,16.3,5241600,486.653,152640
2020/3/20 0:00,0.21,0.039,10.29,0.28,15.58,15.7,4680000,486.66,152640
2020/3/20 4:00,0.19,0.038,10.05,0.53,15.49,15.7,4680000,486.658,152395.2
2020/3/20 8:00,0.31,0.041,9.97,0.38,15.14,15.8,4680000,486.657,152164.8
2020/3/20 12:00,0.19,0.04,11.6,0.36,16.44,16.6,4680000,486.655,151920
2020/3/20 16:00,0.22,0.038,12.26,0.32,19.09,17.5,4680000,486.653,151675.2
2020/3/20 20:00,0.2,0.039,10.31,0.43,17.34,16.9,4680000,486.652,151444.8
2020/3/21 0:00,0.23,0.038,10.52,0.33,17,16.5,5889600,486.65,151200
2020/3/21 4:00,0.252319932,0.040136296,10.63399982,0.395764828,17.07629776,16.5,5889600,486.647,152640
2020/3/21 8:00,0.252319932,0.040136296,10.63399982,0.395764828,17.07629776,16.50347137,5889600,486.643,154080
2020/3/21 12:00,0.252319932,0.040136296,10.63399982,0.395764828,17.07629776,16.50347137,5889600,486.64,155520
2020/3/21 16:00,0.301277012,0.039407607,10.53050232,0.554112971,16.56134224,16.72123718,5889600,486.637,156960
2020/3/21 20:00,0.301277012,0.039407607,10.53050232,0.554112971,16.56134224,16.72123718,5889600,486.633,158400
2020/3/22 0:00,0.301277012,0.039407607,10.53050232,0.554112971,16.56134224,16.72123718,3902400,486.63,159840
2020/3/22 4:00,0.26,0.041,10.41,0.96,17.14,17.3,3902400,486.628,160560
2020/3/22 8:00,0.31,0.04,10.24,0.6,16.89,17.1,3902400,486.627,161280
2020/3/22 12:00,0.25,0.041,10.7,0.46,17.14,17.3,3902400,486.625,162000
2020/3/22 16:00,0.26,0.04,10.86,0.32,18.24,18.3,3902400,486.623,162720
2020/3/22 20:00,0.29,0.04,10.62,0.42,18.46,17.6,3902400,486.622,163440
2020/3/23 0:00,0.33,0.037,10.39,0.51,17.71,17.1,3787200,486.62,164160
2020/3/23 4:00,0.13,0.037,10.22,0.62,16.62,16.8,3787200,486.603,164635.2
2020/3/23 8:00,0.21,0.04,10.18,0.62,16.4,17.5,3787200,486.587,165124.8
2020/3/23 12:00,0.26,0.04,11.74,0.4,17.32,17,3787200,486.57,165600
2020/3/23 16:00,0.28,0.037,11.39,0.55,19.19,18.1,3787200,486.553,166075.2
2020/3/23 20:00,0.28,0.037,10.69,0.44,18.54,17.8,3787200,486.537,166564.8
2020/3/24 0:00,0.29,0.036,10.67,0.36,17.54,17.4,4060800,486.52,167040
2020/3/24 4:00,0.21,0.037,10.64,0.63,17.39,17.2,4060800,486.515,166564.8
2020/3/24 8:00,0.344308734,0.039,10.67,0.4,16.9,17.2,4060800,486.51,166075.2
2020/3/24 12:00,0.31,0.037,11.42,0.381186187,17.33,17.7,4060800,486.505,165600
2020/3/24 16:00,0.38,0.036,10.91,0.3,18.19,19,4060800,486.5,165124.8
2020/3/24 20:00,0.35,0.036,10.72,0.25,17.75,18.6,4060800,486.495,164635.2
2020/3/25 0:00,0.36,0.036,10.83,0.41,17.55,18.1,3513600,486.49,164160
2020/3/25 4:00,0.21,0.037,10.56,0.45,17.04,17.9,3513600,486.493,163684.8
2020/3/25 8:00,0.27,0.039,10.53,0.45,17.1,18,3513600,486.497,163195.2
2020/3/25 12:00,1.03,0.039,12.06,0.387001753,18.07,18.4,3513600,486.5,162720
2020/3/25 16:00,0.23,0.039,12.56,0.24,19.79,19.5,3513600,486.503,162244.8
2020/3/25 20:00,0.2,0.063,11.44,0.24,19.82,19,3513600,486.507,161755.2
2020/3/26 0:00,0.19,0.066,11.17,0.55,19.56,18.5,3657600,486.51,161280
2020/3/26 4:00,0.23,0.07,11.29,0.66,18.74,18.2,3657600,486.512,160804.8
2020/3/26 8:00,0.28,0.065,11.1,0.8,18.32,18.2,3657600,486.513,160315.2
2020/3/26 12:00,0.28,0.068,11.08,0.33,18.41,18.4,3657600,486.515,159840
2020/3/26 16:00,0.37,0.066,11.2,0.43,19.19,18.9,3657600,486.517,159364.8
2020/3/26 20:00,0.33,0.06,10.88,0.56,18.95,18.8,3657600,486.518,158875.2
2020/3/27 0:00,0.33,0.068,10.85,0.67,18.44,18,3830400,486.52,158400
2020/3/27 4:00,0.21,0.066,10.54,0.81,17.68,17.8,3830400,486.523,157680
2020/3/27 8:00,0.32,0.063,10.49,0.85,17.09,17.4,3830400,486.527,156960
2020/3/27 12:00,0.31,0.066,10.93,0.52,17.55,18,3830400,486.53,156240
2020/3/27 16:00,0.35,0.069,10.94,0.28,18.19,18.6,3830400,486.533,155520
2020/3/27 20:00,0.34,0.07,10.73,0.37,18.02,18.5,3830400,486.537,154800
2020/3/28 0:00,0.3,0.069,10.59,0.53,17.61,17.7,4046400,486.54,154080
2020/3/28 4:00,0.21,0.067,10.47,0.8,16.88,17.9,4046400,486.547,153604.8
2020/3/28 8:00,0.36,0.071,10.26,0.68,16.36,17,4046400,486.553,153115.2
2020/3/28 12:00,0.36,0.069,10.22,0.28,15.85,16.7,4046400,486.56,152640
2020/3/28 16:00,0.42,0.065,10.29,0.27,15.86,16.4,4046400,486.567,152164.8
2020/3/28 20:00,0.48,0.07,10.11,0.44,15.59,16.3,4046400,486.573,151675.2
2020/3/29 0:00,0.47,0.063,10.19,0.5,15.13,16.2,3931200,486.58,151200
2020/3/29 4:00,0.27,0.064,10.13,0.56,15.1,16.1,3931200,486.593,150724.8
2020/3/29 8:00,0.39,0.064,10.15,0.47,14.6,16,3931200,486.607,150235.2
2020/3/29 12:00,0.312154055,0.062,10.64,0.23,14.4,15.5,3931200,486.62,149760
2020/3/29 16:00,0.290941745,0.062,11.1,0.28,15.24,16.05229759,3931200,486.633,149284.8
2020/3/29 20:00,0.3,0.062,10.39,0.38,15.36,14.8,3931200,486.647,148795.2
2020/3/30 0:00,0.35,0.068,10.47,0.45,15.1,14.6,3801600,486.66,148320
2020/3/30 4:00,0.2,0.066,10.4,0.55,14.87,14.4,3801600,486.668,148564.8
2020/3/30 8:00,0.29,0.068,10.41,0.6,14.91,14.1,3801600,486.677,148795.2
2020/3/30 12:00,0.32,0.07,10.45,0.3,14.72,14.6,3801600,486.685,149040
2020/3/30 16:00,0.35,0.067,10.47,0.35,15.52,15,3801600,486.693,149284.8
2020/3/30 20:00,0.31,0.063,10.43,0.39,15.17,15.5,3801600,486.702,149515.2
2020/3/31 0:00,0.31,0.067,10.39,0.28,14.43,14.5,3729600,486.71,149760
2020/3/31 4:00,0.25,0.068,10.35,0.38,14.64,14.5,3729600,486.715,149515.2
2020/3/31 8:00,0.34,0.071,10.36,0.48,14.32,14.2,3729600,486.72,149284.8
2020/3/31 12:00,0.33,0.063,11.91,0.27,15.56,15.1,3729600,486.725,149040
2020/3/31 16:00,0.41,0.063,11.2,0.34,18.41,17,3729600,486.73,148795.2
2020/3/31 20:00,0.25,0.068,10.87,0.34,16.13,16.3,3729600,486.735,148564.8
2020/4/1 0:00,0.24,0.072,10.78,0.36,16.23,15.8,3628800,486.74,148320
2020/4/1 4:00,0.21,0.072,10.68,0.55,16.18,16.1,3628800,486.737,148075.2
2020/4/1 8:00,0.37,0.066,10.6,0.58,15.98,16,3628800,486.733,147844.8
2020/4/1 12:00,0.35,0.066,10.76,0.46,16.49,16.5,3628800,486.73,147600
2020/4/1 16:00,0.42,0.06,10.81,0.27,17.04,18.4,3628800,486.727,147355.2
2020/4/1 20:00,0.27,0.053,10.67,0.41,17.12,16.9,3628800,486.723,147124.8
2020/4/2 0:00,0.24,0.053,10.59,0.52,17.07,16.5,3614400,486.72,146880
2020/4/2 4:00,0.2,0.052,10.52,0.54,16.55,16.5,3614400,486.715,147600
2020/4/2 8:00,0.32,0.049,10.47,0.44,16.24,16.5,3614400,486.71,148320
2020/4/2 12:00,0.32,0.051,10.83,0.24,16.18,16.7,3614400,486.705,149040
2020/4/2 16:00,0.33,0.051,10.69,0.29,16.17,16.6,3614400,486.7,149760
2020/4/2 20:00,0.35,0.048,10.49,0.37,15.69,16.5,3614400,486.695,150480
2020/4/3 0:00,0.22,0.052,10.45,0.43,15.47,16.1,4708800,486.69,151200
2020/4/3 4:00,0.29,0.052,10.41,0.53,15.12,15.9,4708800,486.69,151675.2
2020/4/3 8:00,0.29,0.056,10.34,0.47,14.98,15.5,4708800,486.69,152164.8
2020/4/3 12:00,0.31,0.054,10.56,0.22,14.59,16.5,4708800,486.69,152640
2020/4/3 16:00,0.37,0.054,10.5,0.29,14.8,16.4,4708800,486.69,153115.2
2020/4/3 20:00,0.41,0.054,10.47,0.37,14.48,16.3,4708800,486.69,153604.8
2020/4/4 0:00,0.36,0.048,10.48,0.45,14.22,15.9,4536000,486.69,154080
2020/4/4 4:00,0.22,0.047,10.43,0.47,14.15,15.8,4536000,486.69,153604.8
2020/4/4 8:00,0.36,0.049,10.48,0.45,14.19,15.6,4536000,486.69,153115.2
2020/4/4 12:00,0.39,0.050790433,11.06132507,0.24,14.22,15.7,4536000,486.69,152640
2020/4/4 16:00,0.36,0.052,10.77,0.22,14.99,16.1,4536000,486.69,152164.8
2020/4/4 20:00,0.28,0.051,10.61,0.34,15.25,16.4,4536000,486.69,151675.2
2020/4/5 0:00,0.29,0.047,10.45,0.34,14.87,15.7,5040000,486.69,151200
2020/4/5 4:00,0.27,0.046,10.52,0.51,14.72,15.7,5040000,486.692,153115.2
2020/4/5 8:00,0.46,0.049,10.6,0.44,14.39,15.4,5040000,486.693,155044.8
2020/4/5 12:00,0.31,0.047,11.48,0.27,15.01,15.9,5040000,486.695,156960
2020/4/5 16:00,0.17,0.047,11.33,0.23,15.85,16.3,5040000,486.697,158875.2
2020/4/5 20:00,0.41,0.047,10.66,0.32,15.34,16.1,5040000,486.698,160804.8
2020/4/6 0:00,0.45,0.047,10.63,0.29,15.02,16.1,5126400,486.7,162720
2020/4/6 4:00,0.38,0.047,10.64,0.34,14.63,17.6,5126400,486.702,163915.2
2020/4/6 8:00,0.4,0.05,10.62,0.26,14.47,16.2,5126400,486.703,165124.8
2020/4/6 12:00,0.37,0.048,10.7,0.19,14.69,16.5,5126400,486.705,166320
2020/4/6 16:00,0.39,0.05,11.24,0.34,15.03,16.8,5126400,486.707,167515.2
2020/4/6 20:00,0.38,0.054,10.71,0.53,15.12,16.7,5126400,486.708,168724.8
2020/4/7 0:00,0.31,0.048,10.61,0.53,14.61,16.4,5688000,486.71,169920
2020/4/7 4:00,0.22,0.047,10.49,0.63,14.21,16.2,5688000,486.718,171835.2
2020/4/7 8:00,0.3,0.054,10.6,0.52,13.9,15.7,5688000,486.727,173764.8
